CD8_Epitopes,FS20,,,,CD8_Epitopes,FS21,,,,CD8_Epitopes,FS22,,,,CD8_Epitopes,Bang,,,,CD8_Epitopes,FSGT,,,,,CD8_Epitopes,FSSP,,,,CD8_Epitopes,VacRan,,,,CD8_Epitopes,VacSP,,,
Query,Subject,Percent Identity,Query Coverage,E-value,Query,Subject,Percent Identity,Query Coverage,E-value,Query,Subject,Percent Identity,Query Coverage,E-value,Query,Subject,Percent Identity,Query Coverage,E-value,Query,Subject,,Percent Identity,Query Coverage,E-value,Query,Subject,Percent Identity,Query Coverage,E-value,Query,Subject,Percent Identity,Query Coverage,E-value,Query,Subject,Percent Identity,Query Coverage,E-value
75020,lcl|OR863389.1_prot_WPS90617.1_86,75,80,1.80e+00,75020,lcl|OR393175.1_prot_WNV32786.1_86,75,80,1.80e+00,75020,lcl|OR393169.1_prot_WNV31892.1_86,75,80,1.80e+00,75020,lcl|OP688129.1_prot_UZP80102.1_87,75,80,1.90e+00,76361,lcl|MN072620.1_prot_QEJ78842.1_139,1,71.43,78,6.80e+00,84630,lcl|MW167070.1_prot_QQG63062.1_113,75,89,1.10e-01,85948,lcl|OK422494.1_prot_UJQ44414.1_41,100,100,2.00e-02,84630,lcl|MT137384.1_prot_QRU95203.1_112,75,89,1.10e-01
75076,lcl|OR863389.1_prot_WPS90620.1_89,71.43,78,1.40e+00,75076,lcl|OR393175.1_prot_WNV32789.1_89,71.43,78,1.40e+00,75076,lcl|OR393169.1_prot_WNV31895.1_89,71.43,78,1.40e+00,75076,lcl|OP688129.1_prot_UZP80105.1_90,71.43,78,1.40e+00,84532,lcl|MN072620.1_prot_QEJ78707.1_4,1,87.5,89,5.50e-01,84788,lcl|MW167070.1_prot_QQG63056.1_107,88.89,100,3.40e-02,85962,lcl|OK422494.1_prot_UJQ44439.1_66,80,100,1.90e-02,84788,lcl|MT137384.1_prot_QRU95197.1_106,88.89,100,3.30e-02
76070,lcl|OR863389.1_prot_WPS90631.1_100,88.89,100,4.50e-02,76070,lcl|OR393175.1_prot_WNV32800.1_100,88.89,100,4.50e-02,76070,lcl|OR393169.1_prot_WNV31906.1_100,88.89,100,4.50e-02,76070,lcl|OP688129.1_prot_UZP80116.1_101,88.89,100,4.60e-02,84630,lcl|MN072620.1_prot_QEJ78815.1_112,1,75,89,1.10e-01,85948,lcl|MW167070.1_prot_QQG62985.1_36,100,100,2.30e-02,86884,lcl|OK422494.1_prot_UJQ44423.1_50,75,89,9.10e-01,85948,lcl|MT137384.1_prot_QRU95126.1_35,100,100,2.30e-02
76361,lcl|OR863389.1_prot_WPS90673.1_142,71.43,78,5.30e+00,76361,lcl|OR393175.1_prot_WNV32842.1_142,71.43,78,5.30e+00,76361,lcl|OR393169.1_prot_WNV31948.1_142,71.43,78,5.30e+00,76361,lcl|OP688129.1_prot_UZP80158.1_143,71.43,78,5.40e+00,84788,lcl|MN072620.1_prot_QEJ78809.1_106,1,88.89,100,3.30e-02,85962,lcl|MW167070.1_prot_QQG63009.1_60,80,100,2.10e-02,87739,lcl|OK422494.1_prot_UJQ44438.1_65,77.78,100,1.10e+00,85962,lcl|MT137384.1_prot_QRU95150.1_59,80,100,2.00e-02
84532,lcl|OR863389.1_prot_WPS90537.1_6,87.5,89,5.90e-01,84532,lcl|OR393175.1_prot_WNV32706.1_6,87.5,89,5.90e-01,84532,lcl|OR393169.1_prot_WNV31812.1_6,87.5,89,5.90e-01,84532,lcl|OP688129.1_prot_UZP80021.1_6,87.5,89,6.00e-01,85948,lcl|MN072620.1_prot_QEJ78738.1_35,1,100,100,2.20e-02,86884,lcl|MW167070.1_prot_QQG62994.1_45,75,89,1.00e+00,88722,lcl|OK422494.1_prot_UJQ44446.1_73,100,100,3.00e-03,86884,lcl|MT137384.1_prot_QRU95135.1_44,75,89,1.00e+00
84630,lcl|OR863389.1_prot_WPS90646.1_115,75,89,1.10e-01,84630,lcl|OR393175.1_prot_WNV32815.1_115,75,89,1.10e-01,84630,lcl|OR393169.1_prot_WNV31921.1_115,75,89,1.10e-01,84630,lcl|OP688129.1_prot_UZP80131.1_116,75,89,1.10e-01,85962,lcl|MN072620.1_prot_QEJ78762.1_59,1,80,100,2.30e-02,87739,lcl|MW167070.1_prot_QQG63008.1_59,77.78,100,1.20e+00,90195,lcl|OK422494.1_prot_UJQ44425.1_52,90,100,2.00e-03,87739,lcl|MT137384.1_prot_QRU95149.1_58,77.78,100,1.20e+00
84788,lcl|OR863389.1_prot_WPS90640.1_109,88.89,100,3.20e-02,84788,lcl|OR393175.1_prot_WNV32809.1_109,88.89,100,3.20e-02,84788,lcl|OR393169.1_prot_WNV31915.1_109,88.89,100,3.20e-02,84788,lcl|OP688129.1_prot_UZP80125.1_110,88.89,100,3.30e-02,86884,lcl|MN072620.1_prot_QEJ78747.1_44,1,75,89,9.70e-01,88722,lcl|MW167070.1_prot_QQG63017.1_68,100,100,3.00e-03,101885,lcl|OK422494.1_prot_UJQ44414.1_41,88.89,100,5.70e-02,88722,lcl|MT137384.1_prot_QRU95158.1_67,100,100,3.00e-03
85948,lcl|OR863389.1_prot_WPS90569.1_38,100,100,2.10e-02,85948,lcl|OR393175.1_prot_WNV32738.1_38,100,100,2.10e-02,85948,lcl|OR393169.1_prot_WNV31844.1_38,100,100,2.10e-02,85948,lcl|OP688129.1_prot_UZP80054.1_39,100,100,2.20e-02,87739,lcl|MN072620.1_prot_QEJ78761.1_58,1,77.78,100,5.60e-01,90195,lcl|MW167070.1_prot_QQG62996.1_47,90,100,3.00e-03,112167,lcl|OK422494.1_prot_UJQ44417.1_44,75,73,1.40e+00,90195,lcl|MT137384.1_prot_QRU95137.1_46,90,100,3.00e-03
85962,lcl|OR863389.1_prot_WPS90593.1_62,80,100,2.10e-02,85962,lcl|OR393175.1_prot_WNV32762.1_62,80,100,2.10e-02,85962,lcl|OR393169.1_prot_WNV31868.1_62,80,100,2.10e-02,85962,lcl|OP688129.1_prot_UZP80078.1_63,80,100,2.10e-02,88722,lcl|MN072620.1_prot_QEJ78770.1_67,1,100,100,3.00e-03,101885,lcl|MW167070.1_prot_QQG62985.1_36,88.89,100,6.10e-02,118607,lcl|OK422494.1_prot_UJQ44399.1_26,85.71,70,1.80e+00,101885,lcl|MT137384.1_prot_QRU95126.1_35,88.89,100,6.10e-02
86884,lcl|OR863389.1_prot_WPS90578.1_47,75,89,9.70e-01,86884,lcl|OR393175.1_prot_WNV32747.1_47,75,89,9.70e-01,86884,lcl|OR393169.1_prot_WNV31853.1_47,75,89,9.70e-01,86884,lcl|OP688129.1_prot_UZP80063.1_48,75,89,9.90e-01,90195,lcl|MN072620.1_prot_QEJ78749.1_46,1,90,100,3.00e-03,112167,lcl|MW167070.1_prot_QQG62988.1_39,75,73,1.60e+00,125682,lcl|OK422494.1_prot_UJQ44446.1_73,88.89,100,2.20e-01,112167,lcl|MT137384.1_prot_QRU95129.1_38,75,73,1.60e+00
87739,lcl|OR863389.1_prot_WPS90592.1_61,77.78,100,1.10e+00,87739,lcl|OR393175.1_prot_WNV32761.1_61,77.78,100,1.10e+00,87739,lcl|OR393169.1_prot_WNV31867.1_61,77.78,100,1.10e+00,87739,lcl|OP688129.1_prot_UZP80077.1_62,77.78,100,1.20e+00,101885,lcl|MN072620.1_prot_QEJ78738.1_35,1,88.89,100,6.10e-02,118607,lcl|MW167070.1_prot_QQG63067.1_118,71.43,70,8.60e+00,125834,lcl|OK422494.1_prot_UJQ44398.1_25,88.89,100,3.00e-02,118607,lcl|MT137384.1_prot_QRU95208.1_117,71.43,70,8.60e+00
88722,lcl|OR863389.1_prot_WPS90601.1_70,100,100,3.00e-03,88722,lcl|OR393175.1_prot_WNV32770.1_70,100,100,3.00e-03,88722,lcl|OR393169.1_prot_WNV31876.1_70,100,100,3.00e-03,88722,lcl|OP688129.1_prot_UZP80086.1_71,100,100,3.00e-03,112167,lcl|MN072620.1_prot_QEJ78741.1_38,1,75,73,1.50e+00,125682,lcl|MW167070.1_prot_QQG63017.1_68,88.89,100,2.40e-01,146326,lcl|OK422494.1_prot_UJQ44450.1_77,77.78,100,2.20e-01,125682,lcl|MT137384.1_prot_QRU95158.1_67,88.89,100,2.40e-01
90195,lcl|OR863389.1_prot_WPS90580.1_49,90,100,3.00e-03,90195,lcl|OR393175.1_prot_WNV32749.1_49,90,100,3.00e-03,90195,lcl|OR393169.1_prot_WNV31855.1_49,90,100,3.00e-03,90195,lcl|OP688129.1_prot_UZP80065.1_50,90,100,3.00e-03,118607,lcl|MN072620.1_prot_QEJ78820.1_117,1,71.43,70,9.00e+00,125834,lcl|MW167070.1_prot_QQG62971.1_22,88.89,100,3.20e-02,146330,lcl|OK422494.1_prot_UJQ44496.1_123,90,100,2.00e-03,125834,lcl|MT137384.1_prot_QRU95112.1_21,88.89,100,3.20e-02
101885,lcl|OR863389.1_prot_WPS90569.1_38,88.89,100,6.10e-02,101885,lcl|OR393175.1_prot_WNV32738.1_38,88.89,100,6.10e-02,101885,lcl|OR393169.1_prot_WNV31844.1_38,88.89,100,6.10e-02,101885,lcl|OP688129.1_prot_UZP80054.1_39,88.89,100,6.20e-02,125682,lcl|MN072620.1_prot_QEJ78770.1_67,1,88.89,100,2.30e-01,146326,lcl|MW167070.1_prot_QQG63021.1_72,77.78,100,4.10e-01,146332,lcl|OK422494.1_prot_UJQ44444.1_71,77.78,100,3.30e-01,146326,lcl|MT137384.1_prot_QRU95162.1_71,77.78,100,4.00e-01
112167,lcl|OR863389.1_prot_WPS90572.1_41,75,73,1.40e+00,112167,lcl|OR393175.1_prot_WNV32741.1_41,75,73,1.40e+00,112167,lcl|OR393169.1_prot_WNV31847.1_41,75,73,1.40e+00,112167,lcl|OP688129.1_prot_UZP80057.1_42,75,73,1.50e+00,125834,lcl|MN072620.1_prot_QEJ78724.1_21,1,88.89,100,3.20e-02,146330,lcl|MW167070.1_prot_QQG63068.1_119,90,100,2.00e-03,146343,lcl|OK422494.1_prot_UJQ44414.1_41,77.78,100,5.00e-03,146330,lcl|MT137384.1_prot_QRU95209.1_118,90,100,2.00e-03
118607,lcl|OR863389.1_prot_WPS90556.1_25,85.71,70,1.90e+00,118607,lcl|OR393175.1_prot_WNV32725.1_25,85.71,70,1.90e+00,118607,lcl|OR393169.1_prot_WNV31831.1_25,85.71,70,1.90e+00,118607,lcl|OP688129.1_prot_UZP80041.1_26,85.71,70,2.00e+00,146326,lcl|MN072620.1_prot_QEJ78774.1_71,1,77.78,100,2.20e-01,146332,lcl|MW167070.1_prot_QQG63014.1_65,77.78,100,3.50e-01,146443,lcl|OK422494.1_prot_UJQ44436.1_63,88.89,100,1.50e-02,146332,lcl|MT137384.1_prot_QRU95155.1_64,77.78,100,3.50e-01
125682,lcl|OR863389.1_prot_WPS90601.1_70,88.89,100,2.40e-01,125682,lcl|OR393175.1_prot_WNV32770.1_70,88.89,100,2.40e-01,125682,lcl|OR393169.1_prot_WNV31876.1_70,88.89,100,2.40e-01,125682,lcl|OP688129.1_prot_UZP80086.1_71,88.89,100,2.40e-01,146330,lcl|MN072620.1_prot_QEJ78821.1_118,1,90,100,2.00e-03,146343,lcl|MW167070.1_prot_QQG62985.1_36,77.78,100,6.00e-03,146476,lcl|OK422494.1_prot_UJQ44450.1_77,70,100,3.30e-01,146343,lcl|MT137384.1_prot_QRU95126.1_35,77.78,100,6.00e-03
125834,lcl|OR863389.1_prot_WPS90555.1_24,88.89,100,3.20e-02,125834,lcl|OR393175.1_prot_WNV32724.1_24,88.89,100,3.20e-02,125834,lcl|OR393169.1_prot_WNV31830.1_24,88.89,100,3.20e-02,125834,lcl|OP688129.1_prot_UZP80040.1_25,88.89,100,3.30e-02,146332,lcl|MN072620.1_prot_QEJ78767.1_64,1,77.78,100,3.50e-01,146443,lcl|MW167070.1_prot_QQG63006.1_57,88.89,100,1.50e-02,146549,lcl|OK422494.1_prot_UJQ44489.1_116,100,70,4.10e-02,146443,lcl|MT137384.1_prot_QRU95147.1_56,88.89,100,1.50e-02
146326,lcl|OR863389.1_prot_WPS90605.1_74,77.78,100,2.30e-01,146326,lcl|OR393175.1_prot_WNV32774.1_74,77.78,100,2.30e-01,146326,lcl|OR393169.1_prot_WNV31880.1_74,77.78,100,2.30e-01,146326,lcl|OP688129.1_prot_UZP80090.1_75,77.78,100,2.40e-01,146343,lcl|MN072620.1_prot_QEJ78738.1_35,1,77.78,100,5.00e-03,146476,lcl|MW167070.1_prot_QQG63021.1_72,70,100,3.60e-01,146556,lcl|OK422494.1_prot_UJQ44459.1_86,90,100,5.80e-02,146476,lcl|MT137384.1_prot_QRU95162.1_71,70,100,3.60e-01
146330,lcl|OR863389.1_prot_WPS90651.1_120,90,100,2.00e-03,146330,lcl|OR393175.1_prot_WNV32820.1_120,90,100,2.00e-03,146330,lcl|OR393169.1_prot_WNV31926.1_120,90,100,2.00e-03,146330,lcl|OP688129.1_prot_UZP80136.1_121,90,100,2.00e-03,146443,lcl|MN072620.1_prot_QEJ78759.1_56,1,88.89,100,1.50e-02,146549,lcl|MW167070.1_prot_QQG63061.1_112,100,70,4.30e-02,146579,lcl|OK422494.1_prot_UJQ44463.1_90,80,100,6.00e-03,146549,lcl|MT137384.1_prot_QRU95202.1_111,100,70,4.30e-02
146332,lcl|OR863389.1_prot_WPS90598.1_67,77.78,100,3.50e-01,146332,lcl|OR393175.1_prot_WNV32767.1_67,77.78,100,3.50e-01,146332,lcl|OR393169.1_prot_WNV31873.1_67,77.78,100,3.50e-01,146332,lcl|OP688129.1_prot_UZP80083.1_68,77.78,100,3.60e-01,146476,lcl|MN072620.1_prot_QEJ78774.1_71,1,70,100,3.70e-01,146556,lcl|MW167070.1_prot_QQG63030.1_81,90,100,6.10e-02,146629,lcl|OK422494.1_prot_UJQ44413.1_40,90,100,6.00e-03,146556,lcl|MT137384.1_prot_QRU95171.1_80,90,100,6.10e-02
146343,lcl|OR863389.1_prot_WPS90569.1_38,77.78,100,6.00e-03,146343,lcl|OR393175.1_prot_WNV32738.1_38,77.78,100,6.00e-03,146343,lcl|OR393169.1_prot_WNV31844.1_38,77.78,100,6.00e-03,146343,lcl|OP688129.1_prot_UZP80054.1_39,77.78,100,6.00e-03,146549,lcl|MN072620.1_prot_QEJ78814.1_111,1,100,70,4.30e-02,146579,lcl|MW167070.1_prot_QQG63034.1_85,80,100,1.10e-02,146640,lcl|OK422494.1_prot_UJQ44401.1_28,100,70,1.50e-02,146579,lcl|MT137384.1_prot_QRU95175.1_84,80,100,1.10e-02
146443,lcl|OR863389.1_prot_WPS90590.1_59,88.89,100,1.50e-02,146443,lcl|OR393175.1_prot_WNV32759.1_59,88.89,100,1.50e-02,146443,lcl|OR393169.1_prot_WNV31865.1_59,88.89,100,1.50e-02,146443,lcl|OP688129.1_prot_UZP80075.1_60,88.89,100,1.60e-02,146556,lcl|MN072620.1_prot_QEJ78783.1_80,1,90,100,6.10e-02,146629,lcl|MW167070.1_prot_QQG62984.1_35,90,100,3.10e-02,155783,lcl|OK422494.1_prot_UJQ44472.1_99,90,100,3.00e-03,146629,lcl|MT137384.1_prot_QRU95125.1_34,90,100,3.10e-02
146476,lcl|OR863389.1_prot_WPS90605.1_74,70,100,3.60e-01,146476,lcl|OR393175.1_prot_WNV32774.1_74,70,100,3.60e-01,146476,lcl|OR393169.1_prot_WNV31880.1_74,70,100,3.60e-01,146476,lcl|OP688129.1_prot_UZP80090.1_75,70,100,3.60e-01,146579,lcl|MN072620.1_prot_QEJ78787.1_84,1,80,100,6.00e-03,146640,lcl|MW167070.1_prot_QQG62973.1_24,100,70,2.10e-02,188689,lcl|OK422494.1_prot_UJQ44461.1_88,70,100,4.00e-02,146640,lcl|MT137384.1_prot_QRU95114.1_23,100,70,1.70e-02
146549,lcl|OR863389.1_prot_WPS90645.1_114,100,70,4.40e-02,146549,lcl|OR393175.1_prot_WNV32814.1_114,100,70,4.40e-02,146549,lcl|OR393169.1_prot_WNV31920.1_114,100,70,4.40e-02,146549,lcl|OP688129.1_prot_UZP80130.1_115,100,70,4.40e-02,146629,lcl|MN072620.1_prot_QEJ78737.1_34,1,90,100,3.50e-02,155783,lcl|MW167070.1_prot_QQG63043.1_94,90,100,3.00e-03,188720,lcl|OK422494.1_prot_UJQ44422.1_49,70,100,8.60e-02,155783,lcl|MT137384.1_prot_QRU95184.1_93,90,100,3.00e-03
146556,lcl|OR863389.1_prot_WPS90614.1_83,90,100,6.20e-02,146556,lcl|OR393175.1_prot_WNV32783.1_83,90,100,6.20e-02,146556,lcl|OR393169.1_prot_WNV31889.1_83,90,100,6.20e-02,146556,lcl|OP688129.1_prot_UZP80099.1_84,90,100,6.30e-02,146640,lcl|MN072620.1_prot_QEJ78726.1_23,1,100,70,1.60e-02,188689,lcl|MW167070.1_prot_QQG63032.1_83,70,100,4.10e-02,188724,lcl|OK422494.1_prot_UJQ44380.1_7,71.43,78,1.00e+00,188689,lcl|MT137384.1_prot_QRU95173.1_82,70,100,4.80e-02
146579,lcl|OR863389.1_prot_WPS90618.1_87,80,100,6.00e-03,146579,lcl|OR393175.1_prot_WNV32787.1_87,80,100,6.00e-03,146579,lcl|OR393169.1_prot_WNV31893.1_87,80,100,6.00e-03,146579,lcl|OP688129.1_prot_UZP80103.1_88,80,100,7.00e-03,155783,lcl|MN072620.1_prot_QEJ78796.1_93,1,90,100,3.00e-03,188720,lcl|MW167070.1_prot_QQG62993.1_44,70,100,8.90e-02,188735,lcl|OK422494.1_prot_UJQ44418.1_45,71.43,78,4.20e+00,188720,lcl|MT137384.1_prot_QRU95134.1_43,70,100,8.90e-02
146629,lcl|OR863389.1_prot_WPS90568.1_37,90,100,7.00e-03,146629,lcl|OR393175.1_prot_WNV32737.1_37,90,100,7.00e-03,146629,lcl|OR393169.1_prot_WNV31843.1_37,90,100,7.00e-03,146629,lcl|OP688129.1_prot_UZP80053.1_38,90,100,7.00e-03,188689,lcl|MN072620.1_prot_QEJ78785.1_82,1,70,100,4.90e-02,188724,lcl|MW167070.1_prot_QQG62955.1_6,71.43,78,1.20e+00,188773,lcl|OK422494.1_prot_UJQ44461.1_88,71.43,78,3.80e+00,188724,lcl|MT137384.1_prot_QRU95097.1_6,71.43,78,1.20e+00
146640,lcl|OR863389.1_prot_WPS90558.1_27,100,70,1.60e-02,146640,lcl|OR393175.1_prot_WNV32727.1_27,100,70,1.60e-02,146640,lcl|OR393169.1_prot_WNV31833.1_27,100,70,1.60e-02,146640,lcl|OP688129.1_prot_UZP80043.1_28,100,70,1.70e-02,188720,lcl|MN072620.1_prot_QEJ78746.1_43,1,70,100,8.90e-02,188735,lcl|MW167070.1_prot_QQG62989.1_40,71.43,78,4.40e+00,188784,lcl|OK422494.1_prot_UJQ44477.1_104,100,100,4.00e-03,188735,lcl|MT137384.1_prot_QRU95130.1_39,71.43,78,4.40e+00
146645,lcl|OR863389.1_prot_WPS90680.1_149,75,80,5.00e-01,146645,lcl|OR393175.1_prot_WNV32849.1_149,75,80,5.00e-01,146645,lcl|OR393169.1_prot_WNV31955.1_149,75,80,5.00e-01,146645,lcl|OP688129.1_prot_UZP80166.1_151,75,80,5.10e-01,188724,lcl|MN072620.1_prot_QEJ78709.1_6,1,71.43,78,1.10e+00,188773,lcl|MW167070.1_prot_QQG63032.1_83,71.43,78,3.50e+00,886718,lcl|OK422494.1_prot_UJQ44508.1_135,75,80,6.60e+00,188773,lcl|MT137384.1_prot_QRU95173.1_82,71.43,78,3.50e+00
155783,lcl|OR863389.1_prot_WPS90627.1_96,90,100,3.00e-03,155783,lcl|OR393175.1_prot_WNV32796.1_96,90,100,3.00e-03,155783,lcl|OR393169.1_prot_WNV31902.1_96,90,100,3.00e-03,155783,lcl|OP688129.1_prot_UZP80112.1_97,90,100,3.00e-03,188735,lcl|MN072620.1_prot_QEJ78742.1_39,1,71.43,78,4.40e+00,188784,lcl|MW167070.1_prot_QQG63048.1_99,100,100,4.00e-03,886721,lcl|OK422494.1_prot_UJQ44413.1_40,90,91,1.80e-02,188784,lcl|MT137384.1_prot_QRU95189.1_98,100,100,4.00e-03
188689,lcl|OR863389.1_prot_WPS90616.1_85,70,100,4.30e-02,188689,lcl|OR393175.1_prot_WNV32785.1_85,70,100,4.30e-02,188689,lcl|OR393169.1_prot_WNV31891.1_85,70,100,4.30e-02,188689,lcl|OP688129.1_prot_UZP80101.1_86,70,100,4.40e-02,188773,lcl|MN072620.1_prot_QEJ78785.1_82,1,71.43,78,3.50e+00,886718,lcl|MW167070.1_prot_QQG63080.1_131,75,80,7.00e+00,886814,lcl|OK422494.1_prot_UJQ44490.1_117,100,100,4.50e-02,886718,lcl|MT137384.1_prot_QRU95221.1_130,75,80,7.00e+00
188720,lcl|OR863389.1_prot_WPS90577.1_46,70,100,9.20e-02,188720,lcl|OR393175.1_prot_WNV32746.1_46,70,100,9.20e-02,188720,lcl|OR393169.1_prot_WNV31852.1_46,70,100,9.20e-02,188720,lcl|OP688129.1_prot_UZP80062.1_47,70,100,9.30e-02,188784,lcl|MN072620.1_prot_QEJ78801.1_98,1,100,100,4.00e-03,886721,lcl|MW167070.1_prot_QQG62984.1_35,90,91,1.90e-02,886911,lcl|OK422494.1_prot_UJQ44474.1_101,75,80,1.70e-01,886721,lcl|MT137384.1_prot_QRU95125.1_34,90,91,1.90e-02
188724,lcl|OR863389.1_prot_WPS90539.1_8,71.43,78,1.10e+00,188724,lcl|OR393175.1_prot_WNV32708.1_8,71.43,78,1.10e+00,188724,lcl|OR393169.1_prot_WNV31814.1_8,71.43,78,1.10e+00,188724,lcl|OP688129.1_prot_UZP80023.1_8,71.43,78,1.10e+00,886721,lcl|MN072620.1_prot_QEJ78737.1_34,1,90,91,2.00e-02,886773,lcl|MW167070.1_prot_QQG63015.1_66,88.89,100,3.90e-02,886919,lcl|OK422494.1_prot_UJQ44489.1_116,71.43,88,5.90e-01,886773,lcl|MT137384.1_prot_QRU95156.1_65,88.89,100,3.90e-02
188735,lcl|OR863389.1_prot_WPS90573.1_42,71.43,78,4.50e+00,188735,lcl|OR393175.1_prot_WNV32742.1_42,71.43,78,4.50e+00,188735,lcl|OR393169.1_prot_WNV31848.1_42,71.43,78,4.50e+00,188735,lcl|OP688129.1_prot_UZP80058.1_43,71.43,78,4.60e+00,886773,lcl|MN072620.1_prot_QEJ78768.1_65,1,88.89,100,3.70e-02,886814,lcl|MW167070.1_prot_QQG63062.1_113,100,100,5.10e-02,886929,lcl|OK422494.1_prot_UJQ44393.1_20,75,100,7.40e-01,886814,lcl|MT137384.1_prot_QRU95203.1_112,100,100,5.10e-02
188773,lcl|OR863389.1_prot_WPS90616.1_85,71.43,78,4.10e+00,188773,lcl|OR393175.1_prot_WNV32785.1_85,71.43,78,4.10e+00,188773,lcl|OR393169.1_prot_WNV31891.1_85,71.43,78,4.10e+00,188773,lcl|OP688129.1_prot_UZP80101.1_86,71.43,78,4.10e+00,886814,lcl|MN072620.1_prot_QEJ78815.1_112,1,100,100,4.80e-02,886911,lcl|MW167070.1_prot_QQG63045.1_96,75,80,1.70e-01,886936,lcl|OK422494.1_prot_UJQ44414.1_41,77.78,100,3.70e-01,886911,lcl|MT137384.1_prot_QRU95186.1_95,75,80,1.70e-01
188784,lcl|OR863389.1_prot_WPS90632.1_101,100,100,4.00e-03,188784,lcl|OR393175.1_prot_WNV32801.1_101,100,100,4.00e-03,188784,lcl|OR393169.1_prot_WNV31907.1_101,100,100,4.00e-03,188784,lcl|OP688129.1_prot_UZP80117.1_102,100,100,4.00e-03,886911,lcl|MN072620.1_prot_QEJ78798.1_95,1,75,80,1.80e-01,886919,lcl|MW167070.1_prot_QQG63061.1_112,71.43,88,6.30e-01,886938,lcl|OK422494.1_prot_UJQ44476.1_103,72.73,100,2.40e-01,886919,lcl|MT137384.1_prot_QRU95202.1_111,71.43,88,6.20e-01
886718,lcl|OR863389.1_prot_WPS90664.1_133,75,80,7.00e+00,886718,lcl|OR393175.1_prot_WNV32833.1_133,75,80,7.00e+00,886718,lcl|OR393169.1_prot_WNV31939.1_133,75,80,7.00e+00,886718,lcl|OP688129.1_prot_UZP80149.1_134,75,80,7.20e+00,886919,lcl|MN072620.1_prot_QEJ78814.1_111,1,71.43,88,6.20e-01,886929,lcl|MW167070.1_prot_QQG62966.1_17,87.5,100,2.10e-01,886975,lcl|OK422494.1_prot_UJQ44409.1_36,87.5,100,3.80e-02,886929,lcl|MT137384.1_prot_QRU95107.1_16,87.5,100,2.10e-01
886721,lcl|OR863389.1_prot_WPS90568.1_37,90,91,1.90e-02,886721,lcl|OR393175.1_prot_WNV32737.1_37,90,91,1.90e-02,886721,lcl|OR393169.1_prot_WNV31843.1_37,90,91,1.90e-02,886721,lcl|OP688129.1_prot_UZP80053.1_38,90,91,2.00e-02,886929,lcl|MN072620.1_prot_QEJ78719.1_16,1,75,100,8.00e-01,886936,lcl|MW167070.1_prot_QQG62985.1_36,77.78,100,4.00e-01,886977,lcl|OK422494.1_prot_UJQ44383.1_10,83.33,75,9.90e+00,886936,lcl|MT137384.1_prot_QRU95126.1_35,77.78,100,4.00e-01
886773,lcl|OR863389.1_prot_WPS90599.1_68,88.89,100,3.70e-02,886773,lcl|OR393175.1_prot_WNV32768.1_68,88.89,100,3.70e-02,886773,lcl|OR393169.1_prot_WNV31874.1_68,88.89,100,3.70e-02,886773,lcl|OP688129.1_prot_UZP80084.1_69,88.89,100,3.80e-02,886936,lcl|MN072620.1_prot_QEJ78738.1_35,1,77.78,100,3.90e-01,886938,lcl|MW167070.1_prot_QQG63047.1_98,72.73,100,2.50e-01,887227,lcl|OK422494.1_prot_UJQ44490.1_117,88.89,100,4.90e-02,886938,lcl|MT137384.1_prot_QRU95188.1_97,72.73,100,2.50e-01
886814,lcl|OR863389.1_prot_WPS90646.1_115,100,100,4.80e-02,886814,lcl|OR393175.1_prot_WNV32815.1_115,100,100,4.90e-02,886814,lcl|OR393169.1_prot_WNV31921.1_115,100,100,4.90e-02,886814,lcl|OP688129.1_prot_UZP80131.1_116,100,100,4.90e-02,886938,lcl|MN072620.1_prot_QEJ78800.1_97,1,72.73,100,2.70e-01,886975,lcl|MW167070.1_prot_QQG62981.1_32,87.5,100,4.00e-02,887246,lcl|OK422494.1_prot_UJQ44483.1_110,71.43,78,4.20e+00,886975,lcl|MT137384.1_prot_QRU95122.1_31,87.5,100,4.00e-02
886911,lcl|OR863389.1_prot_WPS90629.1_98,75,80,1.80e-01,886911,lcl|OR393175.1_prot_WNV32798.1_98,75,80,1.80e-01,886911,lcl|OR393169.1_prot_WNV31904.1_98,75,80,1.80e-01,886911,lcl|OP688129.1_prot_UZP80114.1_99,75,80,1.80e-01,886975,lcl|MN072620.1_prot_QEJ78734.1_31,1,87.5,100,4.00e-02,887133,lcl|MW167070.1_prot_QQG63015.1_66,90,100,1.10e-02,887284,lcl|OK422494.1_prot_UJQ44502.1_129,70,100,6.10e-01,887133,lcl|MT137384.1_prot_QRU95156.1_65,90,100,1.10e-02
886919,lcl|OR863389.1_prot_WPS90645.1_114,71.43,88,6.30e-01,886919,lcl|OR393175.1_prot_WNV32814.1_114,71.43,88,6.30e-01,886919,lcl|OR393169.1_prot_WNV31920.1_114,71.43,88,6.30e-01,886919,lcl|OP688129.1_prot_UZP80130.1_115,71.43,88,6.40e-01,886977,lcl|MN072620.1_prot_QEJ78711.1_8,1,83.33,75,4.50e+00,887137,lcl|MW167070.1_prot_QQG63092.1_143,85.71,88,2.30e+00,887286,lcl|OK422494.1_prot_UJQ44465.1_92,87.5,100,4.80e-02,887137,lcl|MT137384.1_prot_QRU95233.1_142,85.71,88,2.20e+00
